,español,ingles
2041, si lo quieres lograr,if you want to achieve
2042, tendras que aprender a pagar ese precio tambien. Stacy Allison,You will have to learn to pay that price too. Stacy Allison
2043, la primera mujer estadounidense en alcanzat la cumbre del Monte Everest,the first American woman to reach the summit of Mount Everest
2044, observo: Tienes que decidir que hay veces en la vida en  161  !-Vive tu sueño!  162  las que esta bien no escuchar lo que dicen los demas. Si hubiera escuchado a los demas,I observe: You have to decide that there are times in life in 161! -Live your dream! 162 It's OK not to listen to what others are saying. If I had listened to others
2045, nunca habria escalado el Monte Evetest. Entonces,I would never have climbed Mount Evetest. So
2046,  cuando debes escuchar y cuando debes ignorar lo que dicen los demas?  Cuales criticos importan y cuales no? Este es mi consejo. Escucha al critico cuando:  *i> La persona que te critica te ama incondicionalmente. # La critica no viene empañada por su propia agenda personal. ! La persona no es de las que rodo lo critica por naturaleza. 4 La persona continuara brindandote su apoyo despues de ha- berte dado su consejo. # El o ella tienen conocimientos o exito en el area que esta cri- ticando.  Enfrentar las criticas con sencillez es uno de los precios que tendras que pagar para alcanzar tu sueño. Simplemente no puedes permitit que te molesten. El autor Max Lucado escribe acerca de este tema en su libro Todavia remueve piedras. En el cita Marcos 5.36 (No temas,when you should listen and when should you ignore what others are saying? Which critics matter and which do not? This is my advice. Listen to the critic when: * i> The person who criticizes you loves you unconditionally. # The criticism is not tainted by his own personal agenda. ! The person is not one of those who criticizes by nature. 4 The person will continue to give you their support after you have given their advice. # He or she has knowledge or success in the area he or she is criti- cizing. Facing criticism with simplicity is one of the prices that you will have to pay to achieve your dream. You just can not let them bother you. Author Max Lucado writes about this topic in his book Todavia removes stones. In the quote Mark 5.36 (Do not be afraid
2047, cree solamente),believe only)
2048, y entonces Lucado continua diciendo:  !-Me agrada esa frase! Describe el principio critico necesario para poder ver lo invisible: No haga caso a lo que diga la gente. Ignore- los. Apaguelos. Cierre sus oidos. Y,and then Lucado continues saying:! -I like that phrase! Describe the critical principle needed to see the invisible: Do not pay attention to what people say. Ignore them. Turn them off Close your ears. Y
2049, de ser necesario,if necessary
2050, alejese. Ignore a los que le digan que es demasiado tatde para volver a empezar. No le conceda importancia a los que digan que usted nunca llegara a nada. Haga oidos sordos a los que digan que le falta inteligencia,move away. Ignore those who tell you that it is too tatde to start over. Do not give importance to those who say that you will never get anywhere. Make deaf ears to those who say they lack intelligence
2051, velo- cidad,speed
2052, altura o tamaño... Simplemente,height or size ... Simply
2053, ignorelos.  La pregunta del costo:  Estoy dispuesto a pagar el precio de mi sueño?  La fe en ocasiones comienza cuando nos metemos algodon en los oidos. Jesus mira inmediatamente a Jairo y le ruega: No temas,ignore them. The cost question: Am I willing to pay the price of my dream? Faith sometimes begins when we put cotton in our ears. Jesus immediately looks at Jairo and begs him: Do not be afraid
2054, cree solamente (v. 36). Jesus insta a Jairo para que vea lo invisible. Cuando Jesus dice: Cree solamente...,believe only (v. 36). Jesus urges Jairo to see the invisible. When Jesus says: Believe only ...
2055, esta implotando: No limite sus posibilidades a lo visible. No trate de escuchar solo lo audible. No sea controlado por lo logico. !-Crea que en la vida hay mas que lo que se ve!2  Las personas que continuan buscando sus sueños,is imploding: Do not limit your possibilities to the visible. Do not try to listen only to the audible. Do not be controlled by the logic. -I believe that in life there is more than what you see! 2 People who continue to seek their dreams
2056, a pesar de que los demas expresen sus dudas y criticas,although others express their doubts and criticisms
2057, siempre creen que hay mas que lo que el ojo puede ver. Es una de las cosas que los mantiene en marcha.  2. PAGA EL PRECIO DE VENCER TUS TEMORES   Alguna vez te has preguntado como es que un entrenador puede controlar a un elefante de cinco toneladas y evitar que salga huyendo? Lo hacen por medio de controlar lo que el elefante piensa. Cuando un cachorro de elefante esta siendo entrenado,they always believe that there is more than what the eye can see. It's one of the things that keeps them going. 2. PAY THE PRICE OF OVERCOMING YOUR FEARS Have you ever wondered how a trainer can control a five-ton elephant and keep him from running away? They do it by controlling what the elephant thinks. When an elephant puppy is being trained
2058, se le amarra una cuerda a una pata y el otro extremo se ata a un poste de madera bien hincado en el suelo. El elefante,a rope is tied to one leg and the other end is tied to a wooden pole well driven into the ground. Elephant
2059, que todavia no es muy fuerte,that is still not very strong
2060, tira de la cuerda pero no es capaz de romperla ni de sacar el poste. Even- tualmente se da por vencido. Desde ese punto en adelante,pulls the rope but is not able to break it or remove the post. Eventually he gives up. From that point forward
2061, cuando la pata del elefante esta atada,when the elephant's leg is tied
2062, el animal cree que no puede escapar,the animal believes that it can not escape
2063, aunque es perfectamente capaz de escapar y lo ha sido por mucho tiempo. El recuerda la lucha. Esa es una de las razones por las cuales se dice que los elefantes nunca olvidan.  163  !-Vive tu sueño!  164  Las personas son asi tambien; su forma de pensar les limita,although he is perfectly capable of escaping and has been for a long time. He remembers the fight. That is one of the reasons why it is said that elephants never forget. 163! -Live your dream! 164 People are like that too; their way of thinking limits them
2064, tal como ocurre con el elefante. Usualmente se debe al temor. Lo cierto es que este puede robarte los sueños. Puedes temer el fracaso,just like with the elephant. Usually it is due to fear. The truth is that this can steal your dreams. You can fear failure
2065, puedes temer el rechazo o tal vez no quieras parecer un tonto. Podrias temer intentarlo porque crees que no puedes lograr el exito. Si cedes a estos pensamientos y crees que no puedes alcanzar tu sueño,You may fear rejection or you may not want to look like a fool. You could be afraid to try it because you think you can not achieve success. If you give in to these thoughts and you think you can not achieve your dream
2066, entonces estaras en lo cierto,then you will be right
2067, y por lo tanto seras incapaz de conseguirlo. No obstante estas son las buenas noticias: el temor es algo comun para todos nosotros,"and therefore you will be unable to achieve it. However, this is the good news: fear is common for all of us"
2068, es posible vencerlo. Por supuesto que no todos los temores son algo malo. En ocasio- nes pueden advertirnos de un peligro y los que estan conectados con la realidad pueden ayudarnos. Pero cuando es irracional o despro- porcionado con respecto a la amenaza,"it is possible to overcome it. Of course, not all fears are a bad thing. Sometimes they can warn us of a danger and those connected with reality can help us. But when it is irrational or disproportionate with respect to the threat"
2069, nos hace daño. Nos impide hacer lo que podemos y convertirnos en lo que necesitamos ser para lograr nuestros sueños. C. Everett Koop,it hurts us It prevents us from doing what we can and becoming what we need to be to achieve our dreams. C. Everett Koop
2070, quien fuera Director General de Salud Publica de Estados Unidos,who was Director General of Public Health of the United States
2071, afirmo: Las personas tienen un sentido poco apropiado de lo que es peligroso. Lo que temen frecuentemente carece de conexion alguna con la realidad. Por ejemplo,I affirm: People have an inappropriate sense of what is dangerous. What they fear frequently has no connection with reality. For example
2072, las personas temen volar,people fear flying
2073, pero es mucho mas probable atorarse con algun alimento que morir en un avion comercial. Temen ser apuñalados por un des- conocido,but it is much more likely to get stuck with some food than to die in a commercial plane. They fear being stabbed by an unknown
2074, pero es dos veces mas probable morir jugando un deporte. Temen que los mate un tiburon,but it is twice as likely to die playing a sport. They fear being killed by a shark
2075, pero los cerdos de granja matan mas gente que los tiburones. Las personas temen morir durante una intervencion quirurgica,but farm pigs kill more people than sharks. People fear dying during a surgical intervention
2076, pero es dieciseis veces mas probable morir en un accidente automovilistico que por una complicacion medica. 3  La pregunta del costo:  Estoy dispuesto a pagar el precio de mi sueño? !-Vive tu sueño!  166  el momento en que se negaron a saltar del avion. Igual hubiera sucedido con los judios,but it is sixteen times more likely to die in a car accident than a medical complication. 3 The cost question: Am I willing to pay the price of my dream? !-Live your dream! 166 the moment they refused to jump off the plane. The same would have happened with the Jews
2077, si se hubieran negado a cruzar el mar. Igual terminarian tu vida y la mia,if they had refused to cross the sea. The same would end your life and mine
2078, como lo hacen en parte,as they do in part
2079, si techazamos las oportunidades de cambiar. Nos estancamos y echamos mano de prodigios aun mayoles de tepresion e hipocresia para explicarnos a nosotros mismos por que no nos sumergimos en los misterios de la vida. Todos morimos al final,if we leave the opportunities to change. We stagnate and take hold of prodigies even of suppression and hypocrisy to explain to ourselves why we do not immerse ourselves in the mysteries of life. We all die at the end
2080, pero no hay razon pot la cual debiera- mos morir en medio de la vida.\'\'   Quien quiere morir a la mitad de la vida? !-Nadie! La verdad es que rodos tenemos que pagar en uno u otro modo. Puedes escuchar a tus temores y pagar con tu vida,but there is no reason why we should die in the midst of life. \ '\' Who wants to die in the middle of life? !-No one! The truth is that we all have to pay in one way or another. You can listen to your fears and pay with your life
2081, o puedes pagar el precio de ven- cerlos y vivir. La decision es tuya. Mi deseo es que experimentes la dulzura de tus sueños,or you can pay the price of selling them and living. The choice is yours. My wish is that you experience the sweetness of your dreams
2082, conocer lo que queria decir Kevin Myers cuando dijo: Es mucho mas peli- groso y audaz soñar que lo que la mayoria de la gente cree,to know what Kevin Myers meant when he said: It is much more dangerous and daring to dream than what most people believe.
2083, !-pero eso es una gran carrera! Para poder hacerlo,! -but that's a great race! To be able to do it
2084, tienes que desarrollar valor suficiente para enfrentar el peligro. Tienes que aprender a vivir temerariamente en aras de tu sueño. Eso no es tarea facil. El escritor e historiador Michael Ignatieff comenta:  Vivir temerariamente no es lo mismo que nunca tener temor,You have to develop enough courage to face danger. You have to learn to live recklessly for the sake of your dream. That is not an easy task. The writer and historian Michael Ignatieff comments: Living recklessly is not the same as never being afraid
2085, es bueno tenet temot ocasionalmente. El temot es un gran maestro. Lo que no es bueno es vivir en temot,Tenet Teot is good at times. The temot is a great teacher. What is not good is to live in temot
2086, permitiendo que dictamine tus decisiones,allowing me to dictate your decisions
2087, petmitiendo que defina quien etes. Vivir temera- riamente significa enfrentar el temot,allowing you to define who you are. Living fearfully means facing the temot
2088, medit su altura y negarte a permitit que forme y defina tu vida. Vivir temetariamente significa correr riesgos,medit its height and refuse to allow it to form and define your life. Living recklessly means taking risks
2089, no jugar a lo seguro. Significa negarte a aceptat un no como tespuesta cuando estas seguro de que debia haber sido si. Significa negarte a confotmarte con menos de lo que te toca,Do not play it safe. It means refusing to accept a not as a question when you are sure that it should have been yes. It means refusing to confotmate you with less than your share
2090,  165  Todos los sueños se encuentran fuera de nuestra zona de como- didad. Salir de esa zona es un precio que necesariamente hay que pagar para lograrlos. En su libro,165 All dreams are outside our comfort zone. Leaving that area is a price that must necessarily be paid to achieve them. In his book
2091, Los principios del exito: Como llegar de donde esta a donde quiere ir,The principles of success: How to get from where you are to where you want to go
2092, Jack Canfield escribe: Imagina que tu zona de comodidad es una prision en la que vives; una prision mayormente creada por ti mismo. Se compone de una coleccion de no puedo,Jack Canfield writes: Imagine that your comfort zone is a prison in which you live; a prison mostly created by yourself. It is composed of a collection of I can not
2093, debo y no debo y otras creencias sin fundamento formadas por los pensamientos negarivos y decisiones que has acumulado y reforzado durante tu vida. Cada uno de tus temores es como un barrote de esa prision. Las buenas noticias son que debido a que los temores son sentimientos,I must and should not and other beliefs without foundation formed by the negative thoughts and decisions that you have accumulated and reinforced during your life. Each of your fears is like a bar of that prison. The good news is that because the fears are feelings
2094, los que son dañinos pueden quitarse y uno puede quedar libre de ellos. Pero quitarlos tiene su costo.\'  Lmagina que tu zona de comodidad es una prision en la que vives; una prision mayormente creada por ti mismo. Se compone de una coleccion de no puedo,those that are harmful can be removed and one can be freed from them. But removing them has its cost. \ 'Imagine that your comfort zone is a prison in which you live; a prison mostly created by yourself. It is composed of a collection of I can not
2095, debo y no debo y otras creencias sin fundamento formadas por los pensamientos negativos y decisiones que has acumulado y reforzado durante tu vida.    ^  JACK CANFIELD  Por supuesto,I must and should not and other unfounded beliefs formed by the negative thoughts and decisions that you have accumulated and reinforced during your life. ^ JACK CANFIELD Of course
2096, algunos temores estan basados en la realidad; esos tenemos que enfrentarlos. El dramaturgo David Mamet escribio:  El 5 de junio de 1944,"Some fears are based on reality; we have to face them. Dramatist David Mamet wrote: June 5, 1944"
2097, miles de paracaidistas norteamericanos saltaron sobre Normandia. Cuatro hombres se negaron a saltar. !-Puedes imaginarte,thousands of American paratroopers jumped over Normandy. Four men refused to jump. !-Can you imagine
2098, puede alguien imaginarse el resto de las vidas de estos hombres?  Cuales prodigios de excusas,Can someone imagine the rest of these men's lives? What prodigies of excuses
2099, justificacion o tepte- sion pudieron habet utilizado? Sus vidas,Justification or suggestion could you have used? Their lives
2100, en efecto,indeed
2101, terminaron en  La pregunta del costo:  Estoy dispuesto a pagar el precio de mi sueño?  3. PAGA EL PRECIO DEL TRABAJO DURO  Recientemente,They ended up in The Cost Question: Am I willing to pay the price of my dream? 3. PAY THE PRICE OF HARD WORK Recently
2102, despues de haber dictado una charla a los emplea- dos de una empresa en Denver,after giving a talk to the employees of a company in Denver
2103, uno de los asistentes llamado Rich Melman se me acerco y me entrego la siguiente cita: Es dificil ser cien por ciento mejor que la competencia,One of the assistants named Rich Melman approached me and gave me the following quote: It is difficult to be one hundred percent better than the competition
2104, pero puedes ser uno por ciento mejor en cien maneras diferentes. Ese es el tipo de actitud tenaz que se necesita para lograr tu sueño.  Es dificil ser cien por ciento mejor que la competencia,but you can be one percent better in a hundred different ways. That is the kind of tenacious attitude that is needed to achieve your dream. It is difficult to be one hundred percent better than the competition
2105, pero  puedes ser uno por ciento mejor en cien maneras diferentes.   RICH MELMAN  Reconozcamoslo: Los sueños no funcionan a menos que trabajes en ellos. Cuando del exito se trata,but you can be one percent better in a hundred different ways. RICH MELMAN Let's face it: Dreams do not work unless you work on them. When it comes to success
2106, no hay escaleras electricas que te lleven a la cima. Tienes que ascender tu mismo,There are no electric ladders that will take you to the top. You have to promote yourself
2107, y eso significa trabajo duro. El autor y columnista afiliado Dale Dauten ofrece este consejo franco: Si quieres ser creativo en tu empresa,and that means hard work. Author and affiliate columnist Dale Dauten offers this frank advice: If you want to be creative in your company
2108, tu carrera y tu vida,your career and your life
2109, solo se necesita dar un paso... el que va mas alla. Cuando  167  !-Vive tu sueño!  encuentres un plan familiar,you only need to take one step ... the one that goes beyond. When 167! -Live your dream! find a family plan
2110, hazte una sola pregunta:  Que otra cosa podriamos hacer?  i,ask yourself one question: What else could we do? i
2111, Si quieres ser creativo en tu empresa,If you want to be creative in your company
2112, tu carrera y tu vida,your career and your life
2113, solo se necesita dar un paso... el que va mas alla. Cuando encuentres un plan familiar,you only need to take one step ... the one that goes beyond. When you find a family plan
2114, hazte una sola pregunta:  Que otra cosa podriamos hacer?  --DALE DAUTEN  Para lograr un sueño,ask yourself one question: What else could we do? --DALE DAUTEN To achieve a dream
2115, se requiere trabajo duro. Para lograr el exiro,Hard work is required. To achieve the exiro
2116, tendras que hacer mas,You will have to do more
2117, mas de lo que querrias hacer,more than you would like to do
2118, mas que tus competidores,more than your competitors
2119, mas de lo que te crees capaz de hacer. Deberas vivir segun estas palabras de William Arthur Ward:  Hare mas que pertenecer: Participare. Hare mas que preocuparme: Ayudare. Hare mas que creer: Pondre en practica. Hare mas que set justo: Sere gentil. Hare mas que perdonar: Olvidare. Hare mas que soñar: Me esforzare. Hare mas que enseñar: Inspirare. Hare mas que ganarme lo mio: Enriquecere. Hare mas que dar: Servire. Hare mas que vivir: Crecere. Hare mas que sufrir: Triunfare.  No puedes tomar la ruta del menot esfuerzo y lograr tu sueño. Tienes que hacer mas. Tienes que hacer lo que sea necesario.  168  lo que es tuyo pot derecho,more than what you think you can do. You should live according to these words of William Arthur Ward: I will do more than belong: I will participate. I will do more than worry: I will help. I will do more than believe: I will put into practice. I will do more than just set: Be gentle. I will do more than forgive: I will forget. I will do more than dream: I will strive. I will do more than teach: I will inspire. I will do more than earn mine: Enriquecere. I will do more than give: Servire. I will do more than live: Crecere. I will do more than suffer: Triunfare. You can not take the route of the menot effort and achieve your dream. You have to do more. You have to do what is necessary. 168 what is yours right pot
2120, lo que es tuyo por el sudor de tu trabajo y tus esfuerzos.  Vivir temerariamente es cuestion de decision. Es la decision que frecuentemente separa a los que pagan el precio por su sueño y lo logran de los que se niegan a pagarlo y fracasan.  Por que? Porque se necesita valor para responder a la pregunta del costo. Tienes que ser temerario para pagar el precio de tu sueño.  La pregunta del costo:   Estoy dispuesto a pagat el ptecio de mi sueño ?  169  !-Vive tu sueño!  Empezo a prepararse. Corrio mas de cinco mil kilometros en un periodo de dieciocho meses para entrenarse. 6 Debido a que las protesis no eran muy sofisticadas en aquellos dias,what is yours because of the sweat of your work and your efforts. Living recklessly is a matter of decision. It is the decision that frequently separates those who pay the price for their dream and achieve it from those who refuse to pay and fail. Why? Because it takes courage to answer the cost question. You have to be reckless to pay the price of your dream. The cost question: Am I willing to pay the price of my dream? 169! -Live your dream! He began to prepare. He ran more than five thousand kilometers in a period of eighteen months to train. 6 Because the prostheses were not very sophisticated in those days
2121, eso siempre le costo. Despues de cada carrera de entrenamiento,That always cost you. After each training race
2122, el muñon de su pierna estaria cubierto de ampollas y heridas sangrantes. 7 Pero nada podia detenerle. El 12 de abril de 1980,"the stump of his leg would be covered in blisters and bleeding wounds. 7 But nothing could stop him. April 12, 1980"
2123, Fox empezo lo que luego llegaria a ser llamado el Maraton de la Esperanza en la costa atlantica,Fox started what later came to be called the Marathon of Hope on the Atlantic coast
2124, cerca de St. John\'s,near St. John \ 's
2125, en Terranova. Cada dia corria de treinta y ocho a cuarenta y ocho kilometros. En el principio,in Newfoundland. Each day ran from thirty-eight to forty-eight kilometers. In the beginning
2126, sus esfuerzos recibieron poca atencion. A principios de mayo,his efforts received little attention. Beginnings of May
2127, cuando entro en Nueva Escocia,when I enter Nova Scotia
2128, pocas personas le recibieron. A principios de junio,few people received him. Begining of June
2129, mas o menos lo mismo. Aun asi,pretty much the same. Even so
2130, continuo corriendo. Cuando alguien le pregunto como hacia para seguir adelante,I keep running. When someone asked him how to move forward
2131, siendo que tenia miles de kilome- tros por recorrer,being that he had thousands of kilometers to go
2132, respondio: Sigo corriendo hasta el proximo poste telefonico. Para finales de junio,answered: I keep running to the next telephone pole. By the end of June
2133, se corrio la voz de sus esfuerzos. Los dona- tivos empezaron a llegar. Tuvo un encuentro con el Primer Ministro Fierre Trudeau. Se compuso una cancion en honor a Fox. Las orga- nizaciones noticiosas empezaron a cubrir su progreso. Fox corrio por 143 dias y recorrio mas de 5300 kilometros. Estuvo dispuesto a pagar el precio. Entonces,the voice of their efforts was rushed. The donations began to arrive. He had a meeting with Prime Minister Pierre Trudeau. A song honoring Fox was composed. The news organizations began to cover their progress. Fox ran for 143 days and traveled more than 5300 kilometers. He was willing to pay the price. So
2134, el 1 de septiembre de 1980,"on September 1, 1980"
2135, se vio obligado a detenerse en Thundey Bay,he was forced to stop at Thundey Bay
2136, Ontario,Ontario
2137, porque lo que el creia que era un resfriado resulto ser mas cancer,because what he thought was a cold turned out to be more cancer
2138, esta vez en sus pulmones.  La gente creia que yo estaba pasando por un infierno  dijo Fox . Y tal vez en parte era cierto,"this time in his lungs. People thought I was going through hell, said Fox. And maybe it was partly true"
2139, pero estaba haciendo lo que queria hacer y un sueño se estaba convirtiendo en realidad. 8  170  Aunque te costara mucho convertir tu sueño en realidad,but I was doing what I wanted to do and a dream was coming true. 8 170 Even if it will cost you a lot to make your dream come true
2140, las recompensas valen la pena el esfuerzo. Thomas Paine,The rewards are worth the effort. Thomas Paine
2141, uno de los fundadores de Estados Unidos,one of the founders of the United States
2142, escribio en The American Crisis [La crisis norteamericana]: Cuanto mas dificil el conflicto,He wrote in The American Crisis: The harder the conflict
2143, mas glorioso el triunfo. Lo que obtenemos a un costo muy bajo,more glorious triumph. What we get at a very low cost
2144, lo estimamos ligeramente; el cariño que sentimos por algo es lo que le confiere su valor.  Responder a la pregunta del costo separa a los que estan compro- metidos de los que no. Se necesita de mucho valor para dejar algo que uno estima. Se necesita de mucho compromiso y trabajo para pagar el precio de un sueño,we estimate it slightly; the love we feel for something is what gives it its value. Answering the cost question separates those who are committed from those who do not. It takes a lot of courage to leave something that you value. It takes a lot of commitment and work to pay the price of a dream
2145, y aun cuando llegues a pagarlo,and even when you get to pay it
2146, no hay garantias de que lo alcanzaras. Sin embargo,there are no guarantees that you will achieve it. But nevertheless
2147, te garantizo que si no pagas el precio,I guarantee that if you do not pay the price
2148, no lo lograras. Para conseguir el exito,you will not make it To achieve success
2149, es necesario tomar ese riesgo. Debes desafiar el estado actual de las cosas y salir de tu zona de comodidad. Debes dar todo lo que tienes,It is necessary to take that risk. You must challenge the current state of affairs and get out of your comfort zone. You must give everything you have
2150, y aun mas.  DISPUESTO A PAGAR  Terry Fox lo estuvo. En 1977 cuando apenas contaba con diecio- cho años de edad le diagnosticaron un cancer oseo. Como resultado de ello,"and even more. WILLING TO PAY Terry Fox was. In 1977, when he was barely eighteen years of age, he was diagnosed with bone cancer. as a result of that"
2151, le amputaron su pierna derecha. Durante su recuperacion,his right leg was amputated. During your recovery
2152, mientras estaba en quimioterapia,while I was on chemotherapy
2153, se percato cuanta gente sufria de cancer,he realized how many people suffered from cancer
2154, en particular los niños. Inspirado por la historia de otro superviviente de cancer que corrio en el Maraton de la Ciudad de Nueva York,in particular the children. Inspired by the story of another cancer survivor who ran in the New York City Marathon
2155, Fox empezo a correr con la ayuda de una pierna ortopedica. Pronto empezo a soñar con algo que parecia imposible: atravesar la nacion de Canada corriendo para recaudar fondos para la investigacion del cancer.  La pregunta del costo:  Estoy dispuesto a pagat el precio de mi sueño?  Terry vencio al cancer la primera vez,Fox started running with the help of an orthopedic leg. Soon he began to dream of something that seemed impossible: to cross the nation of Canada running to raise funds for cancer research. The cost question: Am I willing to pay the price of my dream? Terry beat cancer the first time
2156, cuando ataco su pierna,when I attack his leg
2157, y esperaba vencerlo nuevamente. En una conferencia de prensa poco despues de haber interrumpido su larga carrera,and I hoped to beat him again. At a press conference shortly after having interrupted his long career
2158, Terry dijo:  Cuanta gente hace algo en lo que realmente cree? Quisiera que se dieran cuenta de que todo es posible si lo intentas. Los sueños se cumplen si la gente intenta cumplirlos. 9 El deseaba lograr su sueño de terminar el Maraton de la Esperanza. De hecho,Terry said: How many people do something they really believe in? I would like you to realize that everything is possible if you try. Dreams are fulfilled if people try to fulfill them. 9 He wanted to achieve his dream of finishing the Marathon of Hope. In fact
2159, cuando los miembros del equipo de hockey Maple Leafs de Toronto ofrecieron concluir la carrera en su lugar,when members of the Toronto Maple Leafs hockey team offered to finish the race in their place
2160, el declino su propuesta. Sin embargo nunca logro recuperarse del cancer,"He declined his proposal. However, I never manage to recover from cancer"
2161, menos de un año despues,less than a year later
2162, fallecio.  El espiritu indomable de Terry Fox sobrevive. Aunque no pudo terminar su carrera,passed away. The indomitable spirit of Terry Fox survives. Although he could not finish his career
2163, su sueño se convirtio en realidad sin el. Aun antes de que Terry falleciera,his dream became reality without him. Even before Terry died
2164, se empezo a planear la carrera anual de Terry Fox para conmemorar su Maraton de la Esperanza y recaudar fondos para investigaciones del cancer. La primera,Terry Fox's annual race to commemorate his Marathon of Hope and raise funds for cancer research began. The first
2165, que se celebro en 1981,which was celebrated in 1981
2166, atrajo a Trescientos mil participantes en Canada y recaudo $3.5 millones de dolares. En la actualidad se celebra una carrera anual en varios paises del mundo,"It attracted 300,000 participants in Canada and raised $ 3.5 million dollars. At present an annual race is celebrated in several countries of the world"
2167, y a la fecha,and to date
2168, se han recaudado mas de $400 millones de dolares en todo el mundo para investigaciones sobre el cancer a traves de la Carrera de Terry Fox anual. 1 0   Que estas dispuesto a pagar por tu sueño?  Tienes valor sufi- ciente para responder a la pregunta del costo?  Estas dispuesto a vivir temerariamente,More than $ 400 million dollars have been raised worldwide for cancer research through the annual Terry Fox Race. 1 0 What are you willing to pay for your dream? Do you have enough courage to answer the cost question? You are willing to live recklessly
2169, como lo hizo Terry Fox?  Estas dispuesto a pagar el precio,How did Terry Fox do it? Are you willing to pay the price
2170, aunque tengas dudas de si sera suficiente para comprar tu sueño? Espero que tu respuesta sea que si.  171   PUEDES RESPONDER AFIRMATIVA- MENTE A 1 A PREGUNTA DEL COSTO:  ESTOY DISPUESTO A PAGAR EL PRECIO DE MI SUEÑO?   Cuanto vale tu sueño? Eso es lo que necesitas determinar si no estas seguro de tu respuesta a la pregunta del costo. Necesitas calcular el costo. Primero,even if you have doubts if it will be enough to buy your dream? I hope your answer is yes. 171 CAN YOU ANSWER AFFIRMATIVELY TO 1 A COST QUESTION: AM I READY TO PAY THE PRICE OF MY DREAM? How much is your dream worth? That's what you need to determine if you're not sure of your answer to the cost question. You need to calculate the cost. First
2171, busca a alguien con experiencia en tu area de interes. Pidele informacion y consejos acerca de lo que se necesita para lograr exito en ese campo. Luego,look for someone with experience in your area of interest. Ask for information and advice about what is needed to achieve success in this field. Then
2172, dedica tiempo a pensar en las preguntas siguientes,Take time to think about the following questions
2173, y escribe tus respuestas:   Cuanto estoy dispuesto a pagar por mi sueño?  Que tan pronto estoy dispuesto a pagarlo?  Con que frecuencia estoy dispuesto a pagado?  Como enfrentate las criticas que recibire?  Como vencere mis temores?  Que tan duro estoy dispuesto a trabajat?  Que es lo que no estoy dispuesto a pagat? (Recuerda,and write your answers: How much am I willing to pay for my dream? How soon am I willing to pay it? How often am I willing to pay? How do you deal with the criticism I will receive? How will I overcome my fears? How hard am I willing to work? What is it that I am not willing to pagat? (Remember
2174, algunos precios son excesivamente altos.)  No olvides que cuanto mayor sea tu sueño,some prices are excessively high.) Do not forget that the greater your dream
2175, tanto mayor sera el costo. Si no estas dispuesto a pagar lo que probablemente te costara,the greater the cost. If you are not willing to pay what is likely to cost you
2176, entonces tendras que cambiar tu sueño,then you will have to change your dream
2177, o lo que estas dispuesto a pagar.  CAPITULO 8  La pregunta de la tenacidad:  Me estoy acercando a mi sueño?  La mera posesion de una vision no es lo mismo que vivirla,or what you are willing to pay. CHAPTER 8 The question of tenacity: Am I nearing my dream? The mere possession of a vision is not the same as living it
2178, ni tampoco podemos alentar con ella a los demas si nosotros mismos no la comprendernos y seguimos sus verdades... Ser bendecido con una vision no basta... !-Hay que vivirla!  HIOH EACI.E  H. Jackson Brown,nor can we encourage others with it if we do not understand ourselves and follow its truths ... Being blessed with a vision is not enough ...! -It must be lived! HIOH EACI.E H. Jackson Brown
2179, autor de El librito de instrucciones para la vida,author of The booklet of instructions for life
2180, dice que la perseverancia tiene dos reglas: Regla N\xb0 1: Da un paso mas. Regla N\xb0 2: Cuando no puedas dar un paso mas,He says that perseverance has two rules: Rule N \ xb0 1: Take one more step. Rule N \ xb0 2: When you can not go one step further
2181, vuelve a la Regla N\xb0 1. Eso es lo que se necesita para lograr un sueñe- la voluntad de dar un paso mas,Go back to Rule N \ xb0 1. That is what is needed to achieve a dream - the will to take one more step
2182, aun cuando estas convencido de que no puedes darlo. Las personas que viven su sueño se niegan a darse por vencidas,even when you are convinced that you can not give it. People who live their dream refuse to give up
2183, sabiendo que si siguen esforzandose,knowing that if they keep trying
2184, avanzando lo poco que puedan cada dia,advancing as little as they can every day
2185, aumentan las probabilidades de que suceda algo a su favor. Responden si a la pregunta de la tenacidad,they increase the chances of something happening in their favor. They answer yes to the question of tenacity
2186, la cual dice:  Me estoy acercando a mi sueño?  \'73  !-Vive tu sueño!  Regla N\xb0 1: Da un paso mas. Regla M\xb0 2: Cuando no puedas dar un paso mas,Which says: I'm getting closer to my dream? \ '73! -Live your dream! Rule N \ xb0 1: Take one more step. Rule M \ xb0 2: When you can not go one step further
2187, vuelve a la Regla jV\xb0 1.   H. JACKSON BROWN  UN CUADRO DE LA TENACIDAD  Estudia las vidas de los lideres y emprendedores y veras que todos comparten la caracteristica de la tenacidad. A pesar de circunstan- cias negativas,return to Rule jV \ xb0 1. H. JACKSON BROWN A TENACITY PICTURE Study the lives of leaders and entrepreneurs and you will see that they all share the characteristic of tenacity. Despite negative circumstances
2188, obstaculos e injusticias,obstacles and injustices
2189, perseveran. Se acercan a sus sueños dia a dia. Recientemente me entere de la historia de Elizabeth Kecidy,persevere. They come closer to your dreams day by day. I recently learned about the story of Elizabeth Kecidy
